,Specimen_ID,Species,area,aspect_ratio,tooth_density,trichome_q,region,trichome_categorical,stellate_hairs_stalked,type
206,hartwegii_D_Breedlove_14088_B_a,hartwegii,19.886,2.224362774,0.039439953,4.97,chiapas,1,0,IGE
207,D_E_Breedlove_21375_A_a,hartwegii,41.247,3.014614279,0.050130339,4.97,chiapas,1,0,IGE
208,"hartwegii_MD_4_Tenejapa,_Chiapas_2016",hartwegii,17.523,2.664478231,0.086214329,4.97,chiapas,1,0,IGE
209,hartwegii_lagos_1_DSCN7768_a,hartwegii,31.947,2.977272727,0.087178891,4.97,chiapas,1,0,IGE
210,hartwegii_MD_5_Tenejapa_Chiapas_2016,hartwegii,31.072,2.331876669,0.098713435,4.97,chiapas,1,0,IGE
211,hartwegii_A_Molina_26454_A_a,hartwegii,37.872,2.166384061,0.115164253,4.97,chiapas,1,0,IGE
212,hartwegii_MD_1_Amatenango_Chiapas_2016,hartwegii,27.747,2.672167217,0.130378096,4.97,chiapas,1,0,IGE
213,hartwegii_D_Breedlove_13010_B_b,hartwegii,16.987,2.178356077,0.131222115,4.97,chiapas,1,0,IGE
214,hirsutum Huatla.MJD.2017.jpg,hirsutum,90.423,1.259964431,0.22675737,973.72,east_mexico,3,0,D
215,hirsutum huatla -- from Totontepec MJD 006 DSCN5155.jpg,hirsutum,35.007,1.61289709,0.405045712,107.07,east_mexico,2,0,D
216,Img0087.TIF_huatla_6_B,hirsutum,53.48,1.107511797,0.558645032,973.72,east_mexico,3,0,D
217,hirsutum Huatla 2.DSCN5487.jpg,hirsutum,54.864,1.236562001,0.590987442,973.72,east_mexico,3,0,D
218,Img0132.TIF_PWS_3206_B,hirsutum,57.252,1.144736842,0.820361369,973.72,east_mexico,3,0,D
219,Img0126.TIF_PWS_3208_A,hirsutum,51.39,1.296593468,0.887260102,107.07,east_mexico,2,0,D
220,Img0132.TIF_PWS_3206_A,hirsutum,56.509,1.043719138,0.904568069,973.72,east_mexico,3,0,D
221,Img0130.TIF_PWS_3207_A,hirsutum,49.302,1.37707346,1.10619469,107.07,east_mexico,2,0,D
222,Img0123.TIF_PWS_3208_B,hirsutum,38.61,1.690838279,1.120533782,107.07,east_mexico,2,0,D
223,Img0128.TIF_PWS_3207_B,hirsutum,49.794,1.341041303,1.258055972,107.07,east_mexico,2,0,D
244,P_Sweeney_1636_A,jamesonii,46.661,1.785714286,0,973.72,ec_col,3,1,LPT
245,jamesonii_O_Rangel_2648_B_a,jamesonii,27.124,1.918453924,0,973.72,ec_col,3,1,LPT
246,P_Sweeney_1637_A,jamesonii,48.92,1.968533333,0.188131585,973.72,ec_col,3,1,LPT
247,J_Cuatrecasas_19146_A,jamesonii,66.576,1.79441292,0.22325959,973.72,ec_col,3,1,LPT
248,jamesonii_L_U_Uribe_5387_C_b,jamesonii,36.171,1.860904523,0.288591034,973.72,ec_col,3,1,LPT
249,P_Sweeney_1641_A,jamesonii,29.454,1.933696639,0.359982983,973.72,ec_col,3,1,LPT
250,G_Lezane_2316_A,jamesonii,15.997,1.694260167,0.400520677,973.72,ec_col,3,1,LPT
251,P_Sweeney_1640_A,jamesonii,23.951,1.702741021,0.499174442,973.72,ec_col,3,1,LPT
252,P_Sweeney_1639_A,jamesonii,31.007,2.007440812,0.571044676,973.72,ec_col,3,1,LPT
253,J_Cuatrecasas_6166_A,jamesonii,34.17,1.376133736,0.592561609,973.72,ec_col,3,1,LPT
254,jucundum_A_Mendez_G_7985_A,jucundum,56.926,1.405179616,0.376005816,973.72,chiapas,3,1,LPT
255,jucundum_MD_357_A,jucundum,51.68,1.548396993,0.389539564,973.72,chiapas,3,1,LPT
256,jucundum_PWS_3071_A,jucundum,53.488,1.614875269,0.47701539,973.72,chiapas,3,1,LPT
257,jucundum_A_Mendez_G_8667_A,jucundum,74.455,1.604058273,0.505976852,973.72,chiapas,3,1,LPT
258,CNHM_1637255_Aa,jucundum,161.623,1.225403195,0.507106535,973.72,chiapas,3,1,LPT
259,jucundum_D_Breedlove_12027_A_a,jucundum,63.57,1.499863871,0.514817799,973.72,chiapas,3,1,LPT
260,jucundum_MD_273_A,jucundum,80.15,1.241314658,0.518787519,973.72,chiapas,3,1,LPT
261,jucundum_MD_351_A,jucundum,74.364,1.598960364,0.536573213,973.72,chiapas,3,1,LPT
262,jucundum_MD_352_A,jucundum,59.992,2.138029112,0.545149262,973.72,chiapas,3,1,LPT
263,jucundum_MD_518_A,jucundum,94.238,1.213718194,0.54525627,973.72,chiapas,3,1,LPT
264,jucundum_MD_1__Huitepec_Chiapas_2016,jucundum,120.555,1.385104968,0.559420999,973.72,chiapas,3,1,LPT
265,jucundum_A_Mendez_G_8731_A,jucundum,73.781,1.678027265,0.565315707,973.72,chiapas,3,1,LPT
266,jucundum_D_Breedlove_10128_A_a,jucundum,69.779,1.407551919,0.629595485,973.72,chiapas,3,1,LPT
267,jucundum_MD_2350_A,jucundum,59.071,1.893843224,0.637460708,973.72,chiapas,3,1,LPT
268,R_Laughlin_128_A,jucundum,59.966,1.779694656,0.651663915,973.72,chiapas,3,1,LPT
269,jucundum_A_Mendez_G_9189_B,jucundum,58.494,1.250615524,0.681508405,973.72,chiapas,3,1,LPT
270,jucundum_PWS_3068_A,jucundum,38.733,1.370790263,0.683751333,973.72,chiapas,3,1,LPT
271,A_Molina_21264_Aa,jucundum,136.995,1.365301247,0.684432145,973.72,chiapas,3,1,LPT
272,jucundum_MD_308_A,jucundum,69.731,1.192374551,0.707001457,973.72,chiapas,3,1,LPT
273,jucundum_MD_225_A,jucundum,45.001,1.701361365,0.713575779,973.72,chiapas,3,1,LPT
274,E_Matuda_2925_A_a,jucundum,104.353,1.20171184,0.716100322,973.72,chiapas,3,1,LPT
275,MO_746159_A,jucundum,106.384,1.232354063,0.718991406,973.72,chiapas,3,1,LPT
276,jucundum_MD_2_Yashtinin_Chiapas_2015,jucundum,55.76,1.640772271,0.972811175,973.72,chiapas,3,1,LPT
277,lasiophyllum_kew_1041_B_a,lasiophyllum,32.533,1.720195639,0,973.72,e_col,3,1,LPT
278,lasiophyllum_C_Parra-O_563_A_a,lasiophyllum,51.743,1.751345182,0.28016698,973.72,e_col,3,1,LPT
279,lasiophyllum_Huertas_5113_A_b,lasiophyllum,36.578,1.585424354,0.322102686,973.72,e_col,3,1,LPT
280,lasiophyllum_L_U_Uribe_4125_A_a,lasiophyllum,58.792,1.939320779,0.402441478,973.72,e_col,3,1,LPT
281,lasiophyllum_L_U_Uribe_4879_A_a,lasiophyllum,39.22,1.952738778,0.415146932,973.72,e_col,3,1,LPT
282,lasiophyllum_R_Jaramillo_M_4702_A_a,lasiophyllum,41.746,2.017926734,0.454959054,973.72,e_col,3,1,LPT
283,J_Cuatrecasas_25852_A,lasiophyllum,34.427,2.22723174,0.466894278,973.72,e_col,3,1,LPT
284,P03268008_A,lasiophyllum,91.664,1.462278934,0.479664235,973.72,e_col,3,1,LPT
285,P_Sweeney_2175_A,lasiophyllum,47.474,1.657393608,0.509861801,973.72,e_col,3,1,LPT
286,lasiophyllum_C_Parra-O_238_A_a,lasiophyllum,61.806,2.005747126,0.538044209,973.72,e_col,3,1,LPT
287,P03268012_A,lasiophyllum,51.799,1.941832533,0.711312503,973.72,e_col,3,1,LPT
288,lautum_MD_2_Teopisca_Chiapas_2016,lautum,12.119,1.824621733,0,4.97,chiapas,1,0,SGE
289,CNHM_1630914_A,lautum,4.541,1.646211313,0,4.97,chiapas,1,0,SGE
290,CNHM_1632581_A,lautum,5.497,1.910658307,0,4.97,chiapas,1,0,SGE
291,MO_419399_A,lautum,5.2,2.012127894,0,4.97,chiapas,1,0,SGE
292,lautum_A_Mendez_G_9178_D,lautum,0.454,1.760907504,0,4.97,chiapas,1,0,SGE
293,lautum_D_E_Breedlove_26156_C,lautum,6.495,1.888198758,0,4.97,chiapas,1,0,SGE
294,lautum_D_E_Breedlove_40675_A,lautum,4.06,1.526630435,0,4.97,chiapas,1,0,SGE
295,lautum_D_E_Breedlove_51786_B,lautum,3.328,1.614814815,0,4.97,chiapas,1,0,SGE
296,lautum_T_B_Croat_40669_E,lautum,4.776,1.635373444,0,4.97,chiapas,1,0,SGE
297,lautum_MD_285_C,lautum,3.518,1.300646552,0,4.97,chiapas,1,0,SGE
298,lautum_MD_286_A,lautum,3.821,1.811470409,0,4.97,chiapas,1,0,SGE
299,lautum_MD_289_A,lautum,10.257,1.892272554,0,4.97,chiapas,1,0,SGE
300,lautum_MD_363_A,lautum,7.16,1.418934911,0,4.97,chiapas,1,0,SGE
301,lautum_MD_474_B,lautum,13.311,2.354453969,0,4.97,chiapas,1,0,SGE
302,MO_187679_A,lautum,11.486,1.788111888,0.055248619,4.97,chiapas,1,0,SGE
303,lautum_MD_567_B,lautum,3.09,2.021505376,0.107089312,4.97,chiapas,1,0,SGE
304,lautum_MD_284_A,lautum,11.768,2.125047081,0.111638292,4.97,chiapas,1,0,SGE
305,lautum_MD_350_A,lautum,8.1,2.010596026,0.128509927,4.97,chiapas,1,0,SGE
306,lautum_MD_270_A,lautum,6.55,2.529185022,0.13536379,4.97,chiapas,1,0,SGE
307,Ghiesbreght_517_C_b,lautum,7.054,1.893480257,0.144654998,4.97,chiapas,1,0,SGE
308,lautum_MD_2346_A,lautum,7.61,1.651527663,0.148533234,4.97,chiapas,1,0,SGE
309,CNHM_167704_A,lautum,13.979,1.877557649,0.194979283,4.97,chiapas,1,0,SGE
310,lautum_MD_1_Moxviquil_Chiapas_2016,lautum,25.395,1.679963529,0.241138172,4.97,chiapas,1,0,SGE
311,lautum_MD_3_Belen_Chiapas_2015,lautum,16.852,1.664623955,0.377020595,4.97,chiapas,1,0,SGE
312,MO_746165_A,loeseneri,4.243,2.476641842,0,107.07,central_mex,2,0,D
313,loesnerii_R_Torres_C_318_A,loeseneri,2.848,1.373538462,0.115566855,107.07,central_mex,2,0,D
314,loesnerii_M_Huerta_M_97_A,loeseneri,5.391,2.029907558,0.158015327,107.07,central_mex,2,0,D
315,loeseneri_W_C_Leavenworth_523_A_a,loeseneri,2.546,1.576708508,0.24434942,107.07,central_mex,2,0,D
316,HUH_00266680_B,loeseneri,5.503,1.474311927,0.493258796,107.07,central_mex,2,0,D
317,MO_746162_C,loeseneri,4.293,1.824378972,0.641436818,973.72,central_mex,3,0,D
318,W_Leavenworth_646_A,loeseneri,5.703,1.469635628,0.684287058,107.07,central_mex,2,0,D
319,loeseneri_W_A_Eggler_21_C,loeseneri,2.586,1.991446345,0.924534843,973.72,central_mex,3,0,D
320,loeseneri_M_E_Jones_121_C,loeseneri,8.242,1.879813796,0.935628743,107.07,central_mex,2,0,D
321,P03319301_A,loeseneri,3.077,1.692965155,1.624431449,107.07,central_mex,2,0,D
322,Img0035.jpg_EE_607_B,membranaceum,26.967,2.251472471,0.344204457,4.97,oaxaca,1,0,D
323,Img0035.jpg_EE_607_A,membranaceum,27.21,2.331258106,0.348233506,4.97,oaxaca,1,0,D
324,Img0034.jpg_EE_606_A,membranaceum,12.724,1.491957511,0.371011625,107.07,oaxaca,2,0,D
325,membranaceum Oaxaca Mirador.DSCN9406_B,membranaceum,41.176,1.707453528,0.38898863,4.97,oaxaca,1,0,D
326,stenocalyx_mirador_1_DSCN7512_a,membranaceum,28.137,2.394519131,0.401652513,4.97,oaxaca,1,0,D
327,membranaceum Oaxaca Mirador.DSCN9406_A,membranaceum,28.52,1.933087217,0.408563491,4.97,oaxaca,1,0,D
328,Img0034.jpg_EE_606_B,membranaceum,14.726,1.240226337,0.452556947,107.07,oaxaca,2,0,D
329,Img0034.jpg_EE_606_C,membranaceum,10.948,1.971417826,0.516395559,107.07,oaxaca,2,0,D
330,microcarpum_MD_1_Honey_Puebla_2016,microcarpum,131.643,1.082536366,0.420337615,4466.34,east_mexico,4,1,LPT
331,microcarpum_J_L_Contreras_J_5090_B,microcarpum,67.26,1.406201948,0.495495495,4466.34,east_mexico,4,1,LPT
332,microcarpum_MD_32_A,microcarpum,102.209,1.05927463,0.579586948,4466.34,east_mexico,4,1,LPT
333,microcarpum_L_C_Onofre_3518_A,microcarpum,66.698,1.242530543,0.613496933,4466.34,east_mexico,4,1,LPT
334,M_Chazaro_1474_A,microcarpum,66.789,1.311025577,0.656863161,4466.34,east_mexico,4,1,LPT
335,microcarpum_C_Ceron_1168_A,microcarpum,61.199,1.51309922,0.682097222,4466.34,east_mexico,4,1,LPT
336,microcarpum_J_L_Contreras_J_9531_A,microcarpum,58.351,1.426354441,0.745091164,4466.34,east_mexico,4,1,LPT
337,microcarpum_MD_33_A,microcarpum,75.884,1.172744299,0.751443846,4466.34,east_mexico,4,1,LPT
338,microcarpum_A_J_Coombes_1233_A,microcarpum,62.15,1.265713924,0.818094321,4466.34,east_mexico,4,1,LPT
339,microcarpum_A_J_Coombes_1493_A,microcarpum,52.001,1.252062706,0.835894284,4466.34,east_mexico,4,1,LPT
340,microcarpum_J_L_Contreras_J_4764_A,microcarpum,82.947,1.223681378,0.860870141,4466.34,east_mexico,4,1,LPT
341,DSCN3697_A,microcarpum,65.259,1.320307576,0.872264032,4466.34,east_mexico,4,1,LPT
342,R_Ortega_60_Aa,microcarpum,32.952,1.071097619,0.94621818,4466.34,east_mexico,4,1,LPT
343,L_Nevling_1047_A,microcarpum,49.802,1.033188665,0.947940152,4466.34,east_mexico,4,1,LPT
344,G_Diggs_2864_A,microcarpum,71.896,1.150319471,0.950068616,4466.34,east_mexico,4,1,LPT
345,microcarpum_J_L_Contreras_J_5345_A,microcarpum,39.536,1.223226812,0.987596944,4466.34,east_mexico,4,1,LPT
346,R_Hernandez_1544_A,microcarpum,75.063,1.277604347,1.037404184,4466.34,east_mexico,4,1,LPT
347,microcarpum_A_J_Coombes_1266_B,microcarpum,87.178,1.095053635,1.149494827,4466.34,east_mexico,4,1,LPT
348,microcarpum_J_L_Contreras_J_5470_A,microcarpum,47.233,1.125444596,1.209422501,4466.34,east_mexico,4,1,LPT
349,M_Zola_Baez_323_A,microcarpum,35.377,1.068062827,1.211142511,4466.34,east_mexico,4,1,LPT
350,HUH_00266683_A,microcarpum,53.557,1.175397138,1.215906924,4466.34,east_mexico,4,1,LPT
351,K0005736898_Ab,microcarpum,40.55,0.839581739,1.332351601,4466.34,east_mexico,4,1,LPT
352,CNHM_1254059_A,microphyllum,17.846,2.509471585,0,4.97,central_mex,1,0,SGE
353,E00259170_B,microphyllum,11.289,1.736878693,0,4.97,central_mex,1,0,SGE
354,microphyllum_J_N_Labat_800_A_a,microphyllum,4.258,1.998785671,0,4.97,central_mex,1,0,SGE
355,microphyllum_J_Rees_A,microphyllum,16.263,1.679578468,0,4.97,central_mex,1,0,SGE
356,microphyllum_MD_2491_C,microphyllum,5.82,2.432664756,0,4.97,central_mex,1,0,SGE
357,microphyllum_MD_2492_A,microphyllum,11.252,2.800176835,0,4.97,central_mex,1,0,SGE
358,microphyllum2.jpg,microphyllum,13.465,2.15308292,0,4.97,central_mex,1,0,SGE
359,microphyllum_R_McVaugh_10026_A,microphyllum,13.469,1.663344752,0.052929656,4.97,central_mex,1,0,SGE
360,microphyllum1.jpg,microphyllum,9.905,1.621369667,0,4.97,central_mex,1,0,SGE
361,microphyllum_H_Diaz-Barriga_1751_A,microphyllum,9.789,1.765525028,0.063649672,4.97,central_mex,1,0,SGE
362,CNHM_1510556_A,microphyllum,19.583,3.050717034,0.072280448,4.97,central_mex,1,0,SGE
363,Chachapoyas_2116_C_a,new_name_1,14.61,1.939618986,0,4.97,ec_peru,1,0,SGE
364,P_Sweeney_1772_A,new_name_1,20.076,1.687307297,0,107.07,ec_peru,2,0,SGE
365,P_Sweeney_1780_B,new_name_1,31.831,1.667545639,0.034092459,107.07,ec_peru,2,0,SGE
366,triphyllum_B_Sparre_16256_B_b,new_name_1,8.058,2.413191077,0.062027044,4.97,ec_peru,1,0,SGE
367,P_Sweeney_1775_A,new_name_1,19.588,2.153394064,0.125649187,107.07,ec_peru,2,0,SGE
368,P_Sweeney_1773_A,new_name_1,22.523,2.102897373,0.152532032,107.07,ec_peru,2,0,SGE
369,K000573671_A,new_name_1,15.71,2.295392954,0.219461879,107.07,ec_peru,2,0,SGE
370,H_Vargas_4128_B,new_name_1,5.034,2.61302682,0.220523375,4.97,ec_peru,1,0,SGE
371,P_Sweeney_1774_A,new_name_1,16.463,2.033322952,0.257986843,107.07,ec_peru,2,0,SGE
372,H_Vargas_4106_D,new_name_1,6.75,2.393667546,0.267665953,4.97,ec_peru,1,0,SGE
373,seemenii_2,new_name_2,4.754,3.160404624,0,4.97,peru_bol,1,0,SGE
374,seemenii_5,new_name_2,11.08,3.851619645,0,4.97,peru_bol,1,0,SGE
375,HUH_00266692_A2b,new_name_2,7.332,3.268639053,0,4.97,peru_bol,1,0,SGE
376,PWS_3894_a,new_name_2,6.768,3.844355377,0,4.97,peru_bol,1,0,SGE
377,PWS_3899_B_ab,new_name_2,18.055,2.590802283,0,4.97,peru_bol,1,0,SGE
378,PWS_3913_A_b,new_name_2,8.285,2.122476447,0,4.97,peru_bol,1,0,SGE
379,PWS_3900_ab,new_name_2,20.214,2.266172107,0.039535068,4.97,peru_bol,1,0,SGE
380,PWS_3895_ab,new_name_2,16.376,2.6747851,0.041262637,4.97,peru_bol,1,0,SGE
381,seemenii_1,new_name_2,5.998,2.819562576,0.059941258,4.97,peru_bol,1,0,SGE
382,PWS_3898_B_ab,new_name_2,7.979,2.712661499,0.062433664,4.97,peru_bol,1,0,SGE
383,seemenii_4,new_name_2,11.155,2.636794485,0.103364515,4.97,peru_bol,1,0,SGE
384,seemenii_3,new_name_2,8.726,2.336084365,0.118084667,4.97,peru_bol,1,0,SGE
385,PWS_3896_a,new_name_2,11.797,2.905452946,0.146312915,4.97,peru_bol,1,0,SGE
386,sulcatum_MD_190_B,new_sp_1,29.963,1.615020576,0.036523009,4466.34,oaxaca,4,1,LPT
387,sulcatum_mirador_1_DSCN7563_a,new_sp_1,60.25,1.866323506,0.093887898,4466.34,oaxaca,4,1,LPT
388,sulcatum_MD_22_A,new_sp_1,33.898,1.939580242,0.096827292,4466.34,oaxaca,4,1,LPT
389,sulcatum_PWS_3052_A,new_sp_1,26.823,1.750509396,0.110476892,4466.34,oaxaca,4,1,LPT
390,sulcatum_MD_209_2A,new_sp_1,45.388,1.798694425,0.142283942,4466.34,oaxaca,4,1,LPT
391,sulcatum_MD_24_A,new_sp_1,23.658,2.046663191,0.186943842,4466.34,oaxaca,4,1,LPT
392,sulcatum_MD_115_A,new_sp_1,52.144,1.889994938,0.228879508,4466.34,oaxaca,4,1,LPT
393,sulcatum_MD_213_2A,new_sp_1,39.254,2.076437016,0.231173785,4466.34,oaxaca,4,1,LPT
394,sulcatum_PWS_3053_B,new_sp_1,27.767,1.976826673,0.298445101,4466.34,oaxaca,4,1,LPT
395,sulcatum_MD_2466_A,new_sp_1,17.659,2.535594359,0.384944397,4466.34,oaxaca,4,1,LPT
396,sulcatum_MD_1_Mirador_2015,new_sp_1,63.029,1.856425856,0.385004091,4466.34,oaxaca,4,1,LPT
397,sulcatum_PWS_3056_A,new_sp_1,23.452,1.451499118,0.488539673,4466.34,oaxaca,4,1,LPT
398,2 fuscum_J_R_Reyes_855_A,new_sp_2,49.988,2.352816766,0,107.07,oaxaca,2,0,IGE
399,fuscum_J_R_Reyes_911_A,new_sp_2,20.653,2.850510372,0.112355342,107.07,oaxaca,2,0,IGE
400,fuscum_J_R_Reyes_120_A,new_sp_2,32.73,1.84997893,0.195014139,107.07,oaxaca,2,0,IGE
401,fuscum_totontepec_1_DSCN7397_a,new_sp_2,60.732,2.284462014,0.023241221,107.07,oaxaca,2,0,IGE
402,fuscum old concept totontepec Oaxaca.DSCN5267.jpeg_A,new_sp_2,51.553,1.788544074,0.026147209,107.07,oaxaca,2,0,IGE
403,fuscum old concept totontepec Oaxaca.DSCN5267.jpeg_B,new_sp_2,51.8,2.074671869,0.026721535,107.07,oaxaca,2,0,IGE
404,new species (former fuscum) 2 DSCN0855.jpg,new_sp_2,30.152,1.798701299,0,107.07,oaxaca,2,0,IGE
405,fuscum_mirador_1_DSCN7545_a,new_sp_2,21.515,2.040665939,0.03765202,107.07,oaxaca,2,0,IGE
406,new species (former fuscum) DSCN0806.jpg,new_sp_2,17.192,2.013952078,0,107.07,oaxaca,2,0,IGE
407,YU_101629_A,new_sp_2,28.563,1.674463519,0.137959578,107.07,oaxaca,2,0,IGE
408,fuscum_MD_1_Mirador_2015,new_sp_2,45.309,2.531001257,0.15000375,107.07,oaxaca,2,0,IGE
409,YU_101633_A,new_sp_2,16.999,2.022623051,0.165241459,107.07,oaxaca,2,0,IGE
410,fuscum_MD_2_Mirador_2015,new_sp_2,36.913,2.254489707,0.263921879,107.07,oaxaca,2,0,IGE
411,fuscum_J_R_Reyes_856_A,new_sp_2,15.934,2.002513352,0.046048996,107.07,oaxaca,2,0,IGE
412,obtusatum_MD_1_Zonetehuitz_Chiapas_2016,obtusatum,6.183,1.884050881,0,4.97,chiapas,1,0,SGE
413,D_Breedlove_9077_A,obtusatum,9.154,2.360036004,0,4.97,chiapas,1,0,SGE
414,"obtusatum_MD_2_Zontehuitz,_Chiapas_2015",obtusatum,12.8,2.363290175,0,4.97,chiapas,1,0,SGE
415,obtusatum_D_E_Breedlove_40924_C,obtusatum,3.464,2.282733813,0,4.97,chiapas,1,0,SGE
416,obtusatum_D_E_Breedlove_53579_A,obtusatum,3.226,2.129589633,0,4.97,chiapas,1,0,SGE
417,obtusatum_MD_331_A,obtusatum,4.447,1.986966825,0,4.97,chiapas,1,0,SGE
418,obtusatum_MD_2359_C,obtusatum,4.714,1.956050228,0,4.97,chiapas,1,0,SGE
419,obtusatum_MD_2422_A,obtusatum,5.363,1.866178777,0,4.97,chiapas,1,0,SGE
420,obtusatum_D_E_Breedlove_8118_B,obtusatum,6.785,1.79790146,0,4.97,chiapas,1,0,SGE
421,Img0080.TIF_huatla_4_A,obtusatum,10.373,2.381740977,0,4.97,chiapas,1,0,SGE
422,P_Sweeney_1670_A,pichinchense,12.833,1.650142993,0,973.72,ec_col,3,1,LPT
423,P_Sweeney_1671_A,pichinchense,41.547,2.329905561,0,973.72,ec_col,3,1,LPT
424,pichinchense_Frutillas_889_B_a,pichinchense,20.096,1.945945946,0,973.72,ec_col,3,1,LPT
425,pichinchense_P_Franco_3102_A_b,pichinchense,50.604,2.164406158,0,973.72,ec_col,3,1,LPT
426,pichinchense_P_M_Jorgensen_65499_A,pichinchense,33.997,2.145146928,0,973.72,ec_col,3,1,LPT
427,pichinchense_P_M_Jorgensen_92441_A,pichinchense,44.161,1.438419706,0,973.72,ec_col,3,1,LPT
428,pichinchense_P_M_Jorgensen_92558_A,pichinchense,35.427,1.524080882,0.067437704,973.72,ec_col,3,1,LPT
429,HUH_00266689_A,pichinchense,25.595,1.639748766,0.069565217,973.72,ec_col,3,1,LPT
430,pichinchense_M_P_Galeano_453_D_b,pichinchense,38.784,1.683345643,0.121769308,973.72,ec_col,3,1,LPT
431,pichinchense_M_C_Velez_1712_A_b,pichinchense,65.795,2.281023102,0.123846678,973.72,ec_col,3,1,LPT
432,V_Zak_1935_A,pichinchense,32.174,2.270009416,0.123885035,973.72,ec_col,3,1,LPT
